\                                                                               
\fixlen = T
\primary    = 0
\RowsRetrieved =               531   
\QueryTime     =  00:00:00.84844               
\
\ uniqueid
\ ___ Unique StARS identification number
\ plnthostname
\ ___ Planet host star name
\ plntletter
\ ___ Planet letter (b, c, d, ...)
\ plnmassjlim
\ ___ Mass of the planet in Jupiter masses limit flag
\ plnmassj (jmass) 
\ ___ Mass of the planet in Jupiter masses
\ plnmassjerr1 (jmass) 
\ ___ Mass of the planet in Jupiter masses error +
\ plnmassjerr2 (jmass) 
\ ___ Mass of the planet in Jupiter masses error -
\ plnorbperlim
\ ___ Orbital period limit flag
\ plnorbper (days) 
\ ___ Orbital period
\ plnorbpererr1 (days) 
\ ___ Orbital period error +
\ plnorbpererr2 (days) 
\ ___ Orbital period error -
\ plnorbsmaxlim
\ ___ Orbital semi-major axis limit flag
\ plnorbsmax (AU) 
\ ___ Orbital semi-major axis
\ plnorbsmaxerr1 (AU) 
\ ___ Orbital semi-major axis error +
\ plnorbsmaxerr2 (AU) 
\ ___ Orbital semi-major axis error -
\ plntran
\ ___ Is the planet known to transit? (1 = yes, 0 = no)
\ plnradjlim
\ ___ Radius of the planet (Jupiter Radii) limit flag
\ plnradj (jrad) 
\ ___ Radius of the planet (Jupiter Radii)
\ plnradjerr1 (jrad) 
\ ___ Radius of the planet (Jupiter Radii) error +
\ plnradjerr2 (jrad) 
\ ___ Radius of the planet (Jupiter Radii) error -
\ plntrandeplim
\ ___ Measured transit depth limit flag
\ plntrandep (perc) 
\ ___ Measured transit depth
\ plntrandeperr1 (perc) 
\ ___ Measured transit depth error +
\ plntrandeperr2 (perc) 
\ ___ Measured transit depth error -
\ plntrandurlim
\ ___ Measured transit duration limit flag
\ plntrandur (days) 
\ ___ Measured transit duration
\ plntrandurerr1 (days) 
\ ___ Measured transit duration error +
\ plntrandurerr2 (days) 
\ ___ Measured transit duration error -
\ plntranmidlim
\ ___ Measured transit mid-point limit flag
\ plntranmid (days) 
\ ___ Measured transit mid-point
\ plntranmiderr1 (days) 
\ ___ Measured transit mid-point error +
\ plntranmiderr2 (days) 
\ ___ Measured transit mid-point error -
\ plnpelink
\ ___ Link to Extrasolar Planets Encyclopaedia web site
\ plnedelink
\ ___ Link to Exoplanet Data Explorer web site
\ plnorbeccenlim
\ ___ Orbital eccentricity limit flag
\ plnorbeccen
\ ___ Orbital eccentricity
\ plnorbeccenerr1
\ ___ Orbital eccentricity error +
\ plnorbeccenerr2
